"name"	"type"	"edition"	"rarity"	"value"	"suit"	"cost"	"upkeep"	"control"	"influence"	"bullet"	"stud"	"start"	"outfit"	"text"
"Mr. Applegate, Esq."	"dudes"	"E4E"	"U"	5		4	2		2	0	"no"		"sweetrock"	"Reaction: Boot Mr. Applegate and pay 6 ghost rock when an action is discarding or acing one of your cards in play to cancel the action."
"Mr. Slate"	"dudes"	"E4E"	"R"	"Q"		8	1		0	4	"yes"		"the agency"	"Experienced. Abomination Vampire. Mr. Slate may not be called out by non-Terror Dudes."
"Thunderbird"	"dudes"	"E4E"	"R"	"J"		8	2		2	0	"yes"		"sioux union"	"Experienced. Shaman: 4 Noon: Ace a Spirit attached to Thunderbird to get a card from your discard pile and add it to your Play hand."
"Ghost Of My Father"	"dudes"	"E4E"	"U"	7		7	1		1	2	"yes"		"sioux union"	"Shootout actions printed on Weapons attached to Ghost of My Father may be used twice per turn instead of once."
"Jenny Cooper"	"dudes"	"E4E"	"R"	4		6	1		1	0	"no"		"law dogs"	"Experienced Noon: Boot Jenny to target another player's Dude at her location. The Dude must, as his or her controller's next Noon action, call out the Dude of your choice (not controlled by the same player) at this location."
"Charlie Landers"	"dudes"	"E4E"	"U"	"A"		3	0		2	0	"no"		"drifter"	"Experienced. Charlie cannot be called out or move to a location you do not control. While Charlie is in a Saloon, that Saloon gains a +1 Control Point bonus."
"Zeke Hillard"	"dudes"	"E4E"	"C"	4		3	1		1	2	"no"		"sweetrock"	"Zeke is a Stud while he is at a Strike."
"Raymond Armstrong"	"dudes"	"E4E"	"U"	10		6	1		1	3	"no"		"the agency"	"Experienced. Raymond is a Stud while there is a Texas Ranger controlled by another player in the same location."
"Eagle Rock"	"dudes"	"E4E"	"F"	"Q"		9	2		3	4	"yes"		"sioux union"	"Experienced 2 Shootout: Move Eagle Rock to the location of the shootout, ignoring movement restrictions. Eagle Rock joins your posse. Shootout: Target one of your other Dudes in this shootout. Move the Dude to another location that is out of town - the Dude is no longer in the shootout. This action may be used any number of times per turn."
"Shigetoshi Hohiro"	"dudes"	"E4E"	"R"	4		4	0		1	0	"no"		"maze rats"	"Experienced. Blessed: 2 Reaction Pull: Boot Shigetoshi when a Spell targets one of your Dudes at this location. If the pull plus Shigetoshi's Blessed rating is greater than the Spell's difficulty, the Spell is canceled without effect."
"Barney Brash"	"dudes"	"E4E"	"C"	6		4	0		1	0	"yes"		"collegium"	"Mad Scientist: 1 Barney may not create non-Weapon Gadgets. If Barney has a Weapon Gadget ready, he does not need to boot to join a posse in an adjacent location."
"Simon Lambeth"	"dudes"	"E4E"	"R"	"J"		7	1		3	2	"yes"		"lost angels"	"Abomination. Blessed: X Simon's Blessed rating is equal to the number of other Blessed in this location."
"Seeking Fury"	"dudes"	"E4E"	"C"	2		3	0		1	0	"no"		"sioux union"	"Shaman: 0 Noon: Discard a card from your Play hand to draw a card from your deck."
"Gnosis"	"dudes"	"E4E"	"C"	"A"		2	0		1	0	"no"		"lost angels"	"Non-Unique. Mad Scientist: 2 Gnosis may only produce Mystical Gadgets."
"Sin Je"	"dudes"	"E4E"	"U"	8		6	0		2	2	"yes"		"maze rats"	"Shootout: Target a booted Dude in the opposing posse. Ready Weapons attached to that Dude are made unready. That Dude may not ready a Weapon until after the shootout ends. When the shootout ends, that Dude may ready a Weapon."
"Guardian Angel"	"dudes"	"E4E"	"C"	3		4	0		1	0	"yes"		"lost angels"	"Non-Unique. Blessed: 1"
"Rachel Sumner"	"dudes"	"E4E"	"F"	"Q"		10	2		3	4	"yes"		"blackjacks"	"Experienced 2 Noon Job: Boot Rachel to target an in-town Deed owned by another player worth 1 or more Control Points. If the job succeeds, permanently reduce the Control Points of the Deed by 1, and you gain 1 Victory Point."
"Old Scratch"	"dudes"	"E4E"	"U"	3		3	0		0	0	"no"		"drifter"	"Old Scratch may attach (but not use) any Spell card. Your Blessed, Hucksters, and Shamen in the same location as Old Scratch may use Spells attached to Old Scratch as if they were attached to themselves. A Spell may only be used once per turn in this fashion."
"Haborym"	"dudes"	"E4E"	"C"	6		4	1		0	2	"no"		"lost angels"	"Harrowed. Blessed: 0"
"Juliet ""Jewel"" Sumner"	"dudes"	"E4E"	"R"	4		5	2		2	2	"yes"		"blackjacks"	"Experienced Reaction: Immediately before you perform a Noon action, move Jewel to the same location as another one of your Blackjack Dudes."
"Doctor Hardstrom"	"dudes"	"E4E"	"U"	5		4	0		1	0	"no"		"collegium"	"Mad Scientist: 1 Reaction Pull: Boot Dr. Hardstrom when you bring a Terror into play. If the pull is less than the Terror's Value, the Terror gains a permanent +2 bonus."
"April Segarra"	"dudes"	"E4E"	"U"	6		2	0		0	1	"yes"		"drifter"	"When April calls out a Wanted dude, that dude may not refuse."
"Cain Regen"	"dudes"	"E4E"	"R"	7		6	1		2	2	"yes"		"lost angels"	"Experienced Shootout: Target a Draw Dude in Cain's posse with the Blessed or Huckster skill. The Dude is a Stud until after Nightfall."
"Andrew Garret"	"dudes"	"E4E"	"C"	8		5	0		2	0	"no"		"blackjacks"	"Reaction: Use when another player declares the target of a job. You may unboot up to two of your Dudes that are at or adjacent to the target's location."
"Elijah"	"dudes"	"E4E"	"F"	"K"		9	2		3	2	"yes"		"lost angels"	"Experienced 2. Blessed: 4 Noon Job: Boot Elijah to start a job that targets another player's Dude with a Mystical Goods card attached. If the job succeeds, the Dude and Goods card are aced (if still in play), and you gain 1 Victory Point."
"Evan Childes"	"dudes"	"E4E"	"U"	7		6	1		2	0	"no"		"law dogs"	"Noon: Boot Evan to protect this location. Until after Nightfall, other players' Dudes with a lower Value than Evan's may not move to this location."
"Sister Mercy Winters"	"dudes"	"E4E"	"U"	7		6	0		1	3	"no"		"lost angels"	"Shootout: Target a Spell attached to a Dude in the opposing posse. Discard the Spell."
"Lt. Colonel Frederick Sykes"	"dudes"	"E4E"	"C"	8		7	2		3	0	"no"		"the agency"	"Noon: Boot Sykes and target an un-Wanted Dude with both Value and Influence less than Sykes'. That Dude becomes Wanted. Noon: Boot Sykes and target one of your Wanted Dudes. That Dude becomes un-Wanted."
"Jordan Caldwell"	"dudes"	"E4E"	"U"	4		6	1		2	2	"no"		"law dogs"	"Caldwell ignores all movement restrictions."
"Two Birds Chirping"	"dudes"	"E4E"	"U"	9		5	1		1	0	"yes"		"sioux union"	"Experienced. Shaman: 1 Two Birds has a +2 Bullet bonus and a +2 Influence bonus while he has one or more Goods attached that can only be attached to a Sioux."
"Min Su Tao"	"dudes"	"E4E"	"C"	3		3	0		1	1	"yes"		"maze rats"	"Noon: Target a Dude that has ""Vampire"" or ""Vampiric"" in its Title or as a trait. Move Min Su Tao to the Vampire's location and call out that Dude. The callout may not be refused."
"Jack Brash"	"dudes"	"E4E"	"C"	2		2	0		0	2	"yes"		"whateleys"	"Shootout: Boot Jack to target a Stud Dude in the opposing posse. The Dude becomes a Draw until the end of the shootout."
"Tzipporah Whateley"	"dudes"	"E4E"	"R"	10		8	2		2	3	"yes"		"whateleys"	"Experienced. Huckster: 2 Noon: This action can only be used once per game. Target a Dude in play with a Value less than Tzipporah's. Until the end of the game, you may perform the following action once per turn. Noon: Put a Spell card from your Play hand into Boot Hill to boot the targeted Dude."
"Jolinaxas"	"dudes"	"E4E"	"R"	"K"		9	2		2	2	"yes"		"drifter"	"Huckster: 2 Jolinaxas has a +1 Bullet bonus, a +1 Influence bonus, and a +1 Huckster skill while he has one or more copies of ""Faustian Deal"" attached."
"Abel Owens"	"dudes"	"E4E"	"R"	9		6	1		2	2	"yes"		"lost angels"	"Experienced Noon: Target a Dude at this location with one or more Spells attached. Abel calls out the Dude."
"Lillith"	"dudes"	"E4E"	"U"	9		5	0		2	0	"yes"		"lost angels"	"Abomination. If this Dude has been aced and is in Boot Hill, you may ace one of your other Dudes as a Noon action to return this Dude to play at your home, unbooted."
"Animate Hand"	"dudes"	"E4E"	"F"	6		1	1		0	0	"yes"		"drifter"	"Abomination. There is no limit to the number of Animate Hands that each player may have in play. Animate Hands cannot attach Goods. Card memory does not apply to Animate Hands. Any Dudes with higher Values in a posse opposing an Animate Hand have the ability - Shootout: Boot this Dude to ace an Animate Hand in the opposing posse. Reduce this Dude's Bullet rating to 0 until the end of the shootout."
"David Hope"	"dudes"	"E4E"	"R"	10		4	1		1	1	"no"		"drifter"	"Noon: Reduce David's value by 2 permanently. David gains +3 to his Blessed skill until after Nightfall. If David's Value is less than 2, he is aced."
"Rooster Beenz"	"dudes"	"E4E"	"C"	3		2	0		0	1	"yes"		"law dogs"	"Reaction: When Beenz is called out, move him to an adjacent location to refuse the callout even if it may not normally be refused."
"Requiem"	"dudes"	"E4E"	"C"	2		3	0		1	0	"no"		"whateleys"	"Noon: Target a Dude in the same location as Requiem. That Dude is considered a Terror until after Nightfall."
"John the Doomsayer"	"dudes"	"MoH"	"U"	"Q"	"S"	5	2	0	1	1	"no"		"the flock"	"Reaction: When you are discarding a card from your Play hand without using an effect on the card, you can boot John the Doomsayer instead. Place the card face-down under him. The card cannot affect or be affected by cards in play. If John the Doomsayer is aced or discarded, so is the card.Noon: Discard the cards in your Play hand, replacing them with the cards under John the Doomsayer. Discard John the Doomsayer."
"Katie Karl"	"dudes"	"MoH"	"R"	"K"	"S"	10	3	0	4	3	"yes"		"texas rangers"	"Experienced. All Dudes in a posse with Katie Karl are Studs while she remains in the shootout. You can always play Shootout actions during any shootout Katie Karl is in."
"McCracken Brothers"	"dudes"	"MoH"	"C"	4	"S"	4	0	0	0	3	"no"		"whateleys"	"If the McCracken Brothers are aced in a shootout, it is considered acing two of your Dudes in the shootout."
"Sally Daniels"	"dudes"	"MoH"	"C"	"A"	"S"	3	0	0	0	0	"no"		"maze rats"	"Noon Pull: Boot Sally Daniels. Target a Goods at this location that can legally be attached to her. If the pull is greater than the value of the Dude with the Goods, the Goods is attached to Sally. Sally can do this even if you do not control the location."
"Skunky Swade"	"dudes"	"MoH"	"C"	8	"S"	3	1	0	3	1	"no"		"blackjacks"	"Spunky Swade will not move to a location you do not own. His Influence does not add to your total during Nightfall.Noon: Send a Dude home booted from this location if this location is a Strike you own.Shootout: Target an opposing Dude in this shootout. If the shootout is at a Strike you own, the target is sent home booted."
"Mr. Bones"	"dudes"	"MoH"	"C"	3	"S"	2	1	0	1	0	"no"		"drifter"	"Non-Unique. Grifter. Noon: Show your hand to all of your opponents. If your hand does not contain any Cheatin'! cards, you can boot Mr. Bones to get any one Cheatin'! card from your discard pile. Show the card to your opponents, then place it in your hand. Discard one card from your hand."
"Julius Bailey"	"dudes"	"MoH"	"F"	8	"S"	4	0	0	1	0	"no"		"collegium"	"Mad Scientist: 4. When Julius Bailey succeeds in creating a Gadget with a red pull, the Gadget is aced immediately after Nightfall if in play."
"Deer Eater"	"dudes"	"MoH"	"R"	9	"S"	5	1	0	1	3	"no"		"sioux union"	"Other players' Shootout actions cannot target Deer Eater. Deer Eater will not trade away Goods. Noon: If Deer Eater is not equipped with a Sioux-only Goods card, you can attach one to him from your hand for 2 less ghost rock."
"Angus McFadden"	"dudes"	"MoH"	"C"	6	"S"	5	1	0	2	2	"no"		"drifter"	"Blessed: 0"
"Bogie Man"	"dudes"	"MoH"	"C"	6	"S"	3	3	0	"*"	2	"yes"		"drifter"	"Abomination. Non-UniqueThe Bogie Man will not attach Goods.The Bogie Man's Influence is equal to the current Fear level, but his Influence is not added to your total during Nightfall. You cannot move any of your non-Terror Dudes into a location with the Bogie Man."
"Xiong ""Wendy"" Cheng"	"dudes"	"MoH"	"F"	9	"S"	8	2	0	3	3	"yes"		"law dogs"	"Experienced. Reaction: When a Dude refuses a call-out from Xiong ""Wendy"" Cheng, the Dude permanently has a -1 Influence and -1 Bullet penalty (minimum 0)."
"Strikes A Hawk"	"dudes"	"MoH"	"U"	7	"S"	4	1	0	1	2	"no"		"sioux union"	"Strikes a Hawk is a Stud when she has a Bow and Arrow ready."
"Deputy Dave Montreal"	"dudes"	"MoH"	"U"	8	"S"	5	1	0	1	2	"yes"		"law dogs"	"Call-outs from Deputy Dave Montreal cannot be refused unless he is Wanted."
"Bladed Fist"	"dudes"	"MoH"	"C"	"A"	"S"	3	0	0	1	0	"no"		"drifter"	"Bladed Fist can attach Goods and be targeted as though he were a Sioux Dude.Shootout: Target a Goods with ""Knife"" in the title in your hand or attached to Bladed Fist. Discard that Goods to give Bladed Fist a +1 Bullet bonus and make him a Stud. This action can be performed any number of times per turn."
"Singing Feather"	"dudes"	"MoH"	"R"	5	"S"	3	1	0	1	1	"no"		"sioux union"	"Experienced. Shaman: 1. Harrowed Dudes in the same location as Singing Feather cannot perform Noon or Shootout actions on their cards."
"Freddy Fast-Hands"	"dudes"	"MoH"	"U"	7	"S"	3	1	0	0	2	"no"		"maze rats"	"Freddy Fast-Hands will not attach Weapons. Shootout: Freddy Fast-Hands becomes a Stud for this round of the shootout. Shootout: Boot Freddy Fast-Hands to target a Weapon in the opposing posse. That Weapon becomes unready and cannot be made ready until after Nightfall."
"Marcus Perriwinkle"	"dudes"	"MoH"	"U"	6	"S"	4	2	0	1	1	"no"		"collegium"	"Experienced. Mad Scientist: 1. Reaction: When Marcus Perriwinkle is aced, you can ace a Gadget in your hand with a higher value than Marcus Perriwinkle's instead. Marcus Perriwinkle returns to your home booted."
"Bone Fiend"	"dudes"	"MoH"	"C"	3	"S"	4	0	0	0	1	"no"		"whateleys"	"Abomination. Non-Unique. The Bone Fiend will not attach Goods.There is no limit to the number of Bone Fiends each player can have in play. Card memory does not apply to Bone Fiends. The ghost rock cost of the Bone Fiend is reduced by 1 for each Huckster you have in play. The Bone Fiend cannot be aced during a shootout unless your hand is beaten by at least two ranks."
"Ironteeth"	"dudes"	"MoH"	"C"	5	"S"	2	1	0	0	2	"yes"		"maze rats"	"Tearing people apart with your jaws isn't as pleasant as it sounds. Sometimes, I've swallowed little bits of them..."
"Lucifer Whateley"	"dudes"	"MoH"	"U"	10	"S"	14	"*"	0	"*"	"*"	"yes"		"whateleys"	"Abomination. Huckster: 1. Lucifer's Bullet rating, Influence, and Upkeep cost are equal to half the Fear level, rounded up."
"James Hastings"	"dudes"	"MoH"	"U"	8	"S"	5	1	0	2	2	"yes"		"texas rangers"	"I'll shoot it; I'll stab it; I'll tear it apart with my bare hands if I have to. But for the love of Heaven, Katie, don't tell me what 'it' is!If I think about it too long, I'll lose my nerve."
"Tao Cheng (""T.C."")"	"dudes"	"MoH"	"R"	7	"S"	6	1	0	1	2	"yes"		"law dogs"	"Experienced. Noon: T.C. can call out any one Maze Rat in this or an adjacent location. Shootout: T.C. gains a +2 Bullet bonus until the end of the shootout if none of the Dudes in the opposing posse has a ready Weapon."
"Unknown Hooded Figure"	"dudes"	"MoH"	"R"	"Q"	"S"	10	2	0	0	4	"yes"		"whateleys"	"Experienced. Harrowed. You must have a member of the Whateley family in play to bring the Unknown Hooded Figure into play. Other Whateley Dudes in the Unknown Hooded Figure's location cannot be called out while the Unknown Hooded Figure is unbooted."
"Glom"	"dudes"	"MoH"	"U"	10	"S"	2	2	0	0	0	"yes"		"drifter"	"Abomination. Non-UniqueThe 'Glom will not attach Goods.Reaction: When a Dude in the same location as the 'Glom is aced and goes to Boot Hill, the 'Glom gains a permanent +1 Bullet bonus."
"Montana Holland"	"dudes"	"MoH"	"C"	7	"S"	6	1	0	2	2	"yes"		"drifter"	"If Montana Holland has a ready Weapon with the word ""Rifle"" in the title, she can join a posse from an adjacent location without booting and/or while booted."
"Melissa Thomas"	"dudes"	"MoH"	"C"	8	"S"	5	1	0	2	0	"yes"		"the agency"	"Huckster: 2"
"Stone Man"	"dudes"	"MoH"	"C"	9	"S"	5	0	0	0	3	"yes"		"whateleys"	"Abomination. The Stone Man will not attach Goods."
"Mary the Wanderer"	"dudes"	"MoH"	"C"	3	"S"	2	1	0	1	0	"no"		"the flock"	"Noon: Move Mary the Wanderer to an adjacent location. This does not boot her."
"William Badson"	"dudes"	"MoH"	"R"	6	"S"	4	2	0	1	1	"no"		"drifter"	"Abomination. Huckster: 0. Reaction: When hands have been revealed in a shootout William Badson is in, and his posse's hand contains exactly three different, natural 6s, the rank of that hand is increased by three ranks and is considered the worst possible hand of that rank."
"Walter Ponds"	"dudes"	"MoH"	"U"	"J"	"S"	7	2	0	2	2	"no"		"sweetrock"	"Whenever Walter Ponds enters play, target a Dude with Influence less than Walter Ponds'. Walter Ponds enters play at the location of the targeted Dude. That Dude is sent home and is unbooted."
"Deputy Milo Powell"	"dudes"	"MoH"	"C"	5	"S"	4	1	0	1	3	"yes"		"law dogs"	"Deputy Milo Powell is a Stud whenever you are the Winner."
"Mr. Prim"	"dudes"	"MoH"	"C"	9	"S"	5	2	0	3	0	"no"		"sweetrock"	"Mr. Prim's Influence is 0 while he is out of town."
"Pit Wasp Swarm"	"dudes"	"MoH"	"C"	5	"S"	3	0	0	0	2	"no"		"drifter"	"Abomination. The Pit Wasp Swarm cannot attach Goods. A Dude cannot move into the Pit Wasp Swarm's location unless the Dude has a higher value than the Pit Wasp Swarm. The Pit Wasp Swarm can only move to an adjacent location, a Strike, or the Town Square."
"Darren Titus"	"dudes"	"MoH"	"U"	10	"S"	5	0	0	1	0	"no"		"blackjacks"	"Noon: If Darren Titus and another Blackjacks Dude are in the Town Square, boot the other Dude to increase Darren Titus's Influence by 1 until after Nightfall. You can do this any number of times per turn. Darren Titus loses this Influence bonus while at home."
"Dark Beast"	"dudes"	"MoH"	"C"	4	"S"	3	2	0	1	0	"yes"		"drifter"	"Abomination. Non-Unique. The Dark Beast will not attach Goods. When the Dark Beast is at a Strike, it gains a Bullet bonus equal to half the current Fear level rounded down."
"Ferret's Eye"	"dudes"	"MoH"	"C"	4	"S"	4	0	0	0	2	"yes"		"sioux union"	"Noon: Boot Ferret's Eye to move him to an adjacent location that contains a Huckster controlled by another player. Ferret's Eye calls out that Huckster."
"Brownsville Jack"	"dudes"	"MoH"	"C"	6	"S"	6	1	0	2	2	"no"		"texas rangers"	"Shaman: 2"
"Sister Mary Jebediah"	"dudes"	"MoH"	"R"	6	"S"	6	1	0	2	1	"yes"		"the agency"	"Experienced. Blessed: 2. All Terrors in a shootout against Sister Mary Jebediah have the ability ""Shootout: Boot this Dude to go home.""Shootout: Ace a Terror in the opposing posse whose value is lower than 10 minus the current Fear level."
